,County,Year,GDP (thousands),Average Monthly ZHVI,Estimated ZHVI,ZHVI Residual
27802,"Cass, ND",2014,11594297,194205.21031746033,11112258.080925358,194205.21031746033
27803,"Cass, ND",2015,12037531,209067.42857142858,12564194.407374704,209067.42857142858
27804,"Cass, ND",2016,12029376,214233.93253968254,13068982.120923607,214233.93253968254
27805,"Cass, ND",2017,12417273,217732.30555555556,13410717.63901806,217732.30555555556
27806,"Cass, ND",2018,12923143,227142.25396825396,14330023.306619218,227142.25396825396
27807,"Cass, ND",2019,13372068,220538.20634920636,13684848.532034943,220538.20634920636
27808,"Emmons, ND",2014,221094,53660.09090909091,-2618221.733421522,53660.09090909091
27809,"Emmons, ND",2015,200821,56896.5,-2302082.186093431,56896.5
27810,"Emmons, ND",2016,199344,58957.25,-2100733.7290343475,58957.25
27811,"Emmons, ND",2017,177294,55757.916666666664,-2413258.578200776,55757.916666666664
27812,"Emmons, ND",2018,157943,57786.166666666664,-2215134.041123715,57786.166666666664
27813,"Emmons, ND",2019,159508,60078.125,-1991218.1441904698,60078.125
27814,"Grand Forks, ND",2009,2934818,135918.74444444446,5418033.836313155,135918.74444444446
27815,"Grand Forks, ND",2010,3043652,133961.64814814815,5226845.611924689,133961.64814814815
27816,"Grand Forks, ND",2011,3154212,139224.13888888888,5740914.3072400205,139224.13888888888
27817,"Grand Forks, ND",2012,3486611,138431.19696969696,5663442.533126555,138431.19696969696
27818,"Grand Forks, ND",2013,3522145,149333.4696969697,6728508.46173312,149333.4696969697
27819,"Grand Forks, ND",2014,3768276,160323.09848484848,7802171.510291746,160323.09848484848
27820,"Grand Forks, ND",2015,3936722,168724.25,8622903.38207892,168724.25
27821,"Grand Forks, ND",2016,4040620,171566.87121212122,8900648.973257462,171566.87121212122
27822,"Grand Forks, ND",2017,4226535,173683.06818181818,9107370.630286584,173683.06818181818
27823,"Grand Forks, ND",2018,4298682,175134.75757575757,9249223.109495604,175134.75757575757
27824,"Grand Forks, ND",2019,4392879,180190.99242424243,9743166.728559518,180190.99242424243
27825,"Hettinger, ND",2013,82625,237010.0,15294073.075789055,237010.0
27826,"Hettinger, ND",2014,90303,271527.25,18666195.682440385,271527.25
27827,"Hettinger, ND",2015,174006,288261.25,20301016.196960866,288261.25
27828,"Hettinger, ND",2016,110490,294956.5833333333,20955178.869676843,294956.5833333333
27829,"Hettinger, ND",2017,159108,308045.0,22233805.073456213,308045.0
27830,"Hettinger, ND",2018,89645,291576.4166666667,20624873.61333683,291576.4166666667
27831,"Hettinger, ND",2019,95427,275835.75,19087161.476456687,275835.75
27832,"McHenry, ND",2011,170051,110127.61111111111,2898393.828544678,110127.61111111111
27833,"McHenry, ND",2012,232714,133220.9,5154453.954146532,133220.9
27834,"McHenry, ND",2013,288865,162703.03333333333,8034684.527177054,162703.03333333333
27835,"McHenry, ND",2014,264434,183891.81666666668,10104734.239270663,183891.81666666668
27836,"McHenry, ND",2015,280119,179335.0806451613,9659540.198116733,179335.0806451613
27837,"McHenry, ND",2016,211139,173587.25,9097991.953975243,173587.25
27838,"McHenry, ND",2017,214959,168616.55555555556,8612450.06577357,168616.55555555556
27839,"McHenry, ND",2018,280660,164150.25,8176048.533661526,164150.25
27840,"McHenry, ND",2019,259722,154591.29761904763,7242186.378868813,154591.29761904763
27841,"McLean, ND",2010,575232,88551.2741935484,790438.6330260709,88551.2741935484
27842,"McLean, ND",2011,572624,94130.08333333333,1335476.499077808,94130.08333333333
27843,"McLean, ND",2012,731772,112009.81481481482,3082254.962064909,112009.81481481482
27844,"McLean, ND",2013,743884,123994.66666666667,4253124.08280878,123994.66666666667
27845,"McLean, ND",2014,731463,133025.2962962963,5135305.823344212,133025.2962962963
27846,"McLean, ND",2015,674793,141446.44444444444,5957991.586029582,141446.44444444444
27847,"McLean, ND",2016,732909,149565.61111111112,6751271.2906971015,149565.61111111112
27848,"McLean, ND",2017,720044,153577.83333333334,7143221.804875191,153577.83333333334
27849,"McLean, ND",2018,826976,155576.03703703705,7338415.505604958,155576.03703703705
27850,"McLean, ND",2019,787609,160014.22222222222,7771983.89591462,160014.22222222222
27851,"Mercer, ND",2012,887448,96064.86111111111,1524515.4434782565,96064.86111111111
27852,"Mercer, ND",2013,998613,106583.69444444444,2552164.3613843713,106583.69444444444
27853,"Mercer, ND",2014,1027523,113273.55555555556,3205740.8668308873,113273.55555555556
27854,"Mercer, ND",2015,1094904,123398.75,4194898.134042544,123398.75
27855,"Mercer, ND",2016,1188305,127756.02777777778,4620553.266214512,127756.02777777778
27856,"Mercer, ND",2017,1135655,132954.58333333334,5128467.205200527,132954.58333333334
27857,"Mercer, ND",2018,1055117,133447.07894736843,5176532.921296146,133447.07894736843
27858,"Mercer, ND",2019,1015911,129806.6875,4820924.777824499,129806.6875
27859,"Morton, ND",2017,1508657,163788.69565217392,8140780.80294909,163788.69565217392
27860,"Morton, ND",2018,1579125,128526.22641509434,4695778.065795053,128526.22641509434
27861,"Morton, ND",2019,1612998,128296.71666666666,4673406.015010711,128296.71666666666
27862,"Pembina, ND",2009,336846,62815.75,-1723730.4802274555,62815.75
27863,"Pembina, ND",2010,364766,64481.916666666664,-1560971.3684077403,64481.916666666664
27864,"Pembina, ND",2011,351086,50837.916666666664,-2893915.7391569577,50837.916666666664
27865,"Pembina, ND",2012,406973,53797.75,-2604739.88622397,53797.75
27866,"Pembina, ND",2013,404116,59189.416666666664,-2078068.594615275,59189.416666666664
27867,"Pembina, ND",2014,434929,62813.0,-1724023.563862185,62813.0
27868,"Pembina, ND",2015,473770,69110.41666666667,-1108841.0145652173,69110.41666666667
27869,"Pembina, ND",2016,554974,79376.58333333333,-105811.12197637092,79376.58333333333
27870,"Pembina, ND",2017,574938,79102.66666666667,-132579.42728165444,79102.66666666667
27871,"Pembina, ND",2018,516879,88547.01190476191,790047.8548464328,88547.01190476191
27872,"Pembina, ND",2019,524917,92852.61904761905,1210720.5652280021,92852.61904761905
27873,"Ramsey, ND",2009,423811,67646.66666666667,-1251768.1337682446,67646.66666666667
27874,"Ramsey, ND",2010,451765,67928.04166666667,-1224315.9666485926,67928.04166666667
27875,"Ramsey, ND",2011,490786,75847.625,-450575.17096303124,75847.625
27876,"Ramsey, ND",2012,606489,69509.61111111111,-1069763.1966013005,69509.61111111111
27877,"Ramsey, ND",2013,635448,76430.47222222222,-393716.94582553115,76430.47222222222
27878,"Ramsey, ND",2014,639228,84940.94444444444,437761.3259017179,84940.94444444444
27879,"Ramsey, ND",2015,594933,90308.33333333333,962087.9484325778,90308.33333333333
27880,"Ramsey, ND",2016,659491,93996.11111111111,1322385.430059895,93996.11111111111
27881,"Ramsey, ND",2017,612951,98585.25,1770705.6966509353,98585.25
27882,"Ramsey, ND",2018,675634,100504.5,1958181.5283328295,100504.5
27883,"Ramsey, ND",2019,639184,93818.63636363637,1305093.495610861,93818.63636363637
27884,"Ransom, ND",2019,311399,113520.41666666667,3229773.7248786967,113520.41666666667
27885,"Renville, ND",2012,218393,161432.16666666666,7910514.760596707,161432.16666666666
27886,"Renville, ND",2013,290963,176553.0,9387753.97417769,176553.0
27887,"Renville, ND",2014,227494,203970.75,12066343.006514398,203970.75
27888,"Renville, ND",2015,182357,209115.0,12568883.745530376,209115.0
27889,"Renville, ND",2016,178382,211414.33333333334,12793483.504277987,211414.33333333334
27890,"Renville, ND",2017,161566,218909.33333333334,13525704.11837689,218909.33333333334
27891,"Renville, ND",2018,251501,222607.5,13887076.239998212,222607.5
27892,"Renville, ND",2019,206415,211921.16666666666,12843014.638547255,211921.16666666666
27893,"Richland, ND",2009,557395,84287.54545454546,373966.7880756231,84287.54545454546
27894,"Richland, ND",2010,692629,82912.46666666666,239539.09427974746,82912.46666666666
27895,"Richland, ND",2011,738292,83445.66666666667,291707.98126157746,83445.66666666667
27896,"Richland, ND",2012,941038,90280.50833333333,959450.1957200132,90280.50833333333
27897,"Richland, ND",2013,842462,103029.07874015748,2204860.254230058,103029.07874015748
27898,"Richland, ND",2014,771069,108730.82575757576,2761914.549305698,108730.82575757576
27899,"Richland, ND",2015,883710,115588.06060606061,3431806.0437521487,115588.06060606061
27900,"Richland, ND",2016,939879,116605.09090909091,3531161.395925408,116605.09090909091
27901,"Richland, ND",2017,882624,117288.26515151515,3597886.770098798,117288.26515151515
27902,"Richland, ND",2018,948483,121095.97222222222,3969907.5971152894,121095.97222222222
27903,"Richland, ND",2019,933218,125511.9375,4401326.707436936,125511.9375
27904,"Rolette, ND",2012,379240,72914.22222222222,-737210.965728364,72914.22222222222
27905,"Rolette, ND",2013,336029,80816.75,34869.02269373089,80816.75
27906,"Rolette, ND",2014,316525,89700.19047619047,902689.6651274245,89700.19047619047
27907,"Rolette, ND",2015,372761,90084.66666666667,940302.0649176948,90084.66666666667
27908,"Rolette, ND",2016,394480,91541.16666666667,1082545.3223063536,91541.16666666667
27909,"Rolette, ND",2017,380305,95184.125,1438446.5494127292,95184.125
27910,"Rolette, ND",2018,428454,92360.625,1162654.8491323832,92360.625
27911,"Rolette, ND",2019,422194,90146.41666666667,946261.4321571924,90146.41666666667
27912,"Stark, ND",2009,1184109,116754.6052631579,3545815.5776618775,116754.6052631579
27913,"Stark, ND",2010,1485684,119704.64285714286,3834014.485145768,119704.64285714286
27914,"Stark, ND",2011,1968755,129008.29761904762,4742866.836441573,129008.29761904762
27915,"Stark, ND",2012,2805842,142193.39285714287,6030969.411077196,142193.39285714287
27916,"Stark, ND",2013,3215992,160761.9642857143,7845059.415507145,160761.9642857143
27917,"Stark, ND",2014,3844616,179576.33333333334,9683084.583439993,179576.33333333334
27918,"Stark, ND",2015,3196182,196619.7619047619,11348190.406882508,196619.7619047619
27919,"Stark, ND",2016,2397709,204913.32142857142,12158371.267819425,204913.32142857142
27920,"Stark, ND",2017,2554862,210705.04761904763,12724218.071936944,210705.04761904763
27921,"Stark, ND",2018,2749829,210757.5119047619,12729395.882817166,210757.5119047619
27922,"Stark, ND",2019,2838816,216484.2619047619,13288794.846970642,216484.2619047619
27923,"Steele, ND",2019,146299,98032.08333333333,1716680.6133158207,98032.08333333333
27924,"Stutsman, ND",2016,1239298,105152.13432835821,2412265.7730735485,105152.13432835821
27925,"Stutsman, ND",2017,1329961,109744.93055555556,2860976.817844227,109744.93055555556
27926,"Stutsman, ND",2018,1336949,106333.125,2527643.0306120142,106333.125
27927,"Stutsman, ND",2019,1376838,114419.29166666667,3317601.120752601,114419.29166666667
27928,"Traill, ND",2009,288946,106728.77272727272,2566330.070396291,106728.77272727272
27929,"Traill, ND",2010,364278,108664.08333333333,2755369.0147967413,108664.08333333333
27930,"Traill, ND",2011,379308,112454.125,3125631.3400048576,112454.125
27931,"Traill, ND",2012,478105,100424.0,1950365.9647400454,100424.0
27932,"Traill, ND",2013,408465,110035.78125,2889405.930412978,110035.78125
27933,"Traill, ND",2014,401565,116816.65625,3551872.6394462846,116816.65625
27934,"Traill, ND",2015,509074,122686.0625,4125241.9235218614,122686.0625
27935,"Traill, ND",2016,412674,127287.38541666667,4574734.52465182,127287.38541666667
27936,"Traill, ND",2017,413754,129754.28125,4815746.966944279,129754.28125
27937,"Traill, ND",2018,409879,133201.17708333334,5152500.063248336,133201.17708333334
27938,"Traill, ND",2019,470595,140601.45833333334,5875439.695580807,140601.45833333334
27939,"Walsh, ND",2009,441801,59940.5,-2004699.991388021,59940.5
27940,"Walsh, ND",2010,466224,60024.01666666667,-1996493.649615598,60024.01666666667
27941,"Walsh, ND",2011,462058,63620.01666666667,-1645184.066119982,63620.01666666667
27942,"Walsh, ND",2012,530039,69099.43055555556,-1109915.6545592248,69099.43055555556
27943,"Walsh, ND",2013,511662,76123.81944444444,-423611.47656792775,76123.81944444444
27944,"Walsh, ND",2014,491520,84330.04166666667,378069.9589618342,84330.04166666667
27945,"Walsh, ND",2015,496060,82355.83333333333,185220.92730990238,82355.83333333333
27946,"Walsh, ND",2016,590380,83044.91666666667,252532.4687527502,83044.91666666667
27947,"Walsh, ND",2017,653694,82694.08333333333,218241.683489413,82694.08333333333
27948,"Walsh, ND",2018,644554,78598.43055555556,-181915.17246109992,78598.43055555556
27949,"Walsh, ND",2019,643865,74341.41176470589,-597800.8501420897,74341.41176470589
27950,"Ward, ND",2009,2729510,147853.3125,6583920.535266627,147853.3125
27951,"Ward, ND",2010,2996063,153690.03125,7154163.593905089,153690.03125
27952,"Ward, ND",2011,3420758,168013.64814814815,8553540.255192965,168013.64814814815
27953,"Ward, ND",2012,4171702,200020.8205128205,11680449.554120714,200020.8205128205
27954,"Ward, ND",2013,4315426,227347.73076923078,14350148.382870635,227347.73076923078
27955,"Ward, ND",2014,4421934,250124.7371794872,16575337.03228099,250124.7371794872
27956,"Ward, ND",2015,4393221,259783.98076923078,17518968.641564682,259783.98076923078
27957,"Ward, ND",2016,3919024,265862.92307692306,18112853.78007132,265862.92307692306
27958,"Ward, ND",2017,3870659,262677.32692307694,17801598.959988713,262677.32692307694
27959,"Ward, ND",2018,4194846,256059.59615384616,17155154.156320617,256059.59615384616
27960,"Ward, ND",2019,4172904,247691.46153846153,16337548.509970555,247691.46153846153
27961,"Williams, ND",2009,1652926,93522.55882352941,1276175.9103175625,93522.55882352941
27962,"Williams, ND",2010,2408254,95744.29166666667,1493155.4945622142,95744.29166666667
27963,"Williams, ND",2011,4162547,102815.25,2183953.6216193605,102815.25
27964,"Williams, ND",2012,6884848,108209.95,2711015.6914076954,108209.95
27965,"Williams, ND",2013,7279333,127928.05,4637356.727938997,127928.05
27966,"Williams, ND",2014,8150625,143752.93333333332,6183372.901136475,143752.93333333332
27967,"Williams, ND",2015,6153059,160408.5,7810475.546609079,160408.5
27968,"Williams, ND",2016,4209450,170295.9,8776479.206677115,170295.9
27969,"Williams, ND",2017,4439200,171473.58333333334,8891563.38058085,171473.58333333334
27970,"Williams, ND",2018,5263280,171973.71666666667,8940410.653035747,171973.71666666667
27971,"Williams, ND",2019,5221120,177718.18333333332,9501568.118997598,177718.18333333332
27972,"Adams, OH",2001,1093495,56509.13888888889,-2339889.974973521,56509.13888888889
27973,"Adams, OH",2002,1055647,59083.333333333336,-2088424.2163757132,59083.333333333336
27974,"Adams, OH",2003,1075140,60612.583333333336,-1938951.5626637302,60612.583333333336
27975,"Adams, OH",2004,1115806,62482.38888888889,-1756360.4582273262,62482.38888888889
27976,"Adams, OH",2005,1054824,64607.76388888889,-1548661.855749106,64607.76388888889
27977,"Adams, OH",2006,1159392,69439.09722222222,-1076699.5092898952,69439.09722222222
27978,"Adams, OH",2007,1325691,74768.81944444444,-555987.5849206978,74768.81944444444
27979,"Adams, OH",2008,1241374,77629.81944444444,-276483.4919337798,77629.81944444444
27980,"Adams, OH",2009,1537233,68834.78723404255,-1135707.0144154103,68834.78723404255
27981,"Adams, OH",2010,1471926,65471.64406779661,-1464253.7689470453,65471.64406779661
27982,"Adams, OH",2011,1577578,65583.05,-1453409.6744620577,65583.05
27983,"Adams, OH",2012,1427796,65640.29166666667,-1447841.0854022,65640.29166666667
27984,"Adams, OH",2013,1498502,65765.88333333333,-1435531.5727435658,65765.88333333333
27985,"Adams, OH",2014,1448038,67801.41666666667,-1236723.1738521364,67801.41666666667
27986,"Adams, OH",2015,1547339,70727.36666666667,-950868.9354460817,70727.36666666667
27987,"Adams, OH",2016,1677159,74198.50833333333,-611673.47551928,74198.50833333333
27988,"Adams, OH",2017,1487160,78412.18333333333,-200086.3578143213,78412.18333333333
27989,"Adams, OH",2018,978711,82488.025,198116.6072379956,82488.025
27990,"Adams, OH",2019,787237,86338.51666666666,574338.2996856086,86338.51666666666
27991,"Allen, OH",2001,3812931,88294.125,765331.1349842548,88294.125
27992,"Allen, OH",2002,4029612,91960.30555555556,1123479.336623557,91960.30555555556
27993,"Allen, OH",2003,4142790,92539.29801324503,1180044.4781263266,92539.29801324503
27994,"Allen, OH",2004,4366879,97478.65384615384,1662655.5299807042,97478.65384615384
27995,"Allen, OH",2005,4521252,102907.48717948717,2192941.5197510626,102907.48717948717
27996,"Allen, OH",2006,4686269,103139.72435897436,2215704.3487150446,103139.72435897436
27997,"Allen, OH",2007,4709584,104860.76923076923,2383836.6605047975,104860.76923076923
27998,"Allen, OH",2008,4715250,101722.98076923077,2077271.1785778664,101722.98076923077
27999,"Allen, OH",2009,5606283,98407.2564102564,1753316.067656992,98407.2564102564
28000,"Allen, OH",2010,6283537,91074.80769230769,1037019.6643783897,91074.80769230769
28001,"Allen, OH",2011,7282471,88359.1282051282,771681.2804033905,88359.1282051282
28002,"Allen, OH",2012,7246283,86816.46794871795,620938.597607581,86816.46794871795
28003,"Allen, OH",2013,6922247,87005.02564102564,639402.8665955309,87005.02564102564
28004,"Allen, OH",2014,7656097,87908.35897435897,727621.0406490751,87908.35897435897
28005,"Allen, OH",2015,7687582,92259.53846153847,1152787.7000964936,92259.53846153847
28006,"Allen, OH",2016,7803360,94135.13461538461,1335964.9718023557,94135.13461538461
28007,"Allen, OH",2017,7942707,98791.57051282052,1790928.4674472641,98791.57051282052
28008,"Allen, OH",2018,8551719,105598.78205128205,2455935.234648226,105598.78205128205
28009,"Allen, OH",2019,8660540,111492.5064102564,3031746.8823465463,111492.5064102564
28010,"Ashland, OH",2001,1174248,147518.23333333334,6551192.8627218455,147518.23333333334
28011,"Ashland, OH",2002,1229389,136217.41176470587,5447146.810696272,136217.41176470587
28012,"Ashland, OH",2003,1244135,135515.23611111112,5378565.240169598,135515.23611111112
28013,"Ashland, OH",2004,1288607,135123.84722222222,5340366.673109869,135123.84722222222
28014,"Ashland, OH",2005,1323251,130489.43055555556,4887552.457452977,130489.43055555556
28015,"Ashland, OH",2006,1363059,130054.625,4845153.024962127,130054.625
28016,"Ashland, OH",2007,1434521,128908.69444444444,4733195.076495504,128908.69444444444
28017,"Ashland, OH",2008,1427774,125730.04166666667,4422624.118227271,125730.04166666667
28018,"Ashland, OH",2009,1415550,109695.10714285714,2856092.090598738,109695.10714285714
28019,"Ashland, OH",2010,1448160,105396.35,2436103.242031537,105396.35
28020,"Ashland, OH",2011,1512023,101849.3,2089580.6912365016,101849.3
28021,"Ashland, OH",2012,1552048,101450.20833333333,2050600.5678174943,101450.20833333333
28022,"Ashland, OH",2013,1617081,102217.65833333334,2125629.978308214,102217.65833333334
28023,"Ashland, OH",2014,1620998,105182.74166666667,2415294.303965751,105182.74166666667
28024,"Ashland, OH",2015,1654963,109308.90833333334,2818381.996263558,109308.90833333334
28025,"Ashland, OH",2016,1667386,113118.59166666666,3190598.2123698704,113118.59166666666
28026,"Ashland, OH",2017,1714671,118087.63333333333,3676042.4060266316,118087.63333333333
28027,"Ashland, OH",2018,1790710,126362.26666666666,4484367.070610261,126362.26666666666
28028,"Ashland, OH",2019,1858667,134376.7,5267388.848062253,134376.7
28029,"Ashtabula, OH",2001,2142279,92983.96111111112,1223518.550611185,92983.96111111112
28030,"Ashtabula, OH",2002,2269447,96533.23333333334,1570236.4904960413,96533.23333333334
28031,"Ashtabula, OH",2003,2315572,100732.20555555556,1980455.884572262,100732.20555555556
28032,"Ashtabula, OH",2004,2425955,105150.72222222222,2412168.078528639,105150.72222222222
28033,"Ashtabula, OH",2005,2505348,110957.3111111111,2979382.606274897,110957.3111111111
28034,"Ashtabula, OH",2006,2607344,113941.66666666667,3271000.8228306305,113941.66666666667
28035,"Ashtabula, OH",2007,2635974,116583.35555555555,3529012.115937393,116583.35555555555
28036,"Ashtabula, OH",2008,2661986,115716.79444444444,3444408.6400455125,115716.79444444444
28037,"Ashtabula, OH",2009,2542513,113329.20555555556,3211114.066800926,113329.20555555556
28038,"Ashtabula, OH",2010,2686474,110908.80555555556,2974693.268119227,110908.80555555556
28039,"Ashtabula, OH",2011,2828602,108226.48333333334,2712578.8041262515,108226.48333333334
28040,"Ashtabula, OH",2012,2838210,108458.62777777777,2735341.6330902334,108458.62777777777
28041,"Ashtabula, OH",2013,2836599,106319.93333333333,2526373.0015281867,106319.93333333333
28042,"Ashtabula, OH",2014,2906906,110690.12777777777,2953298.162783982,110690.12777777777
28043,"Ashtabula, OH",2015,2966310,113540.5611111111,3231825.3103218023,113540.5611111111
28044,"Ashtabula, OH",2016,2986906,116617.03888888888,3532333.730464326,116617.03888888888
28045,"Ashtabula, OH",2017,3051003,119699.68333333333,3833526.0124212187,119699.68333333333
28046,"Ashtabula, OH",2018,3173451,124122.04444444444,4265531.290012324,124122.04444444444
28047,"Ashtabula, OH",2019,3308143,131847.36666666667,5020221.649440477,131847.36666666667
28048,"Athens, OH",2001,1260568,74095.77777777778,-621736.0136449886,74095.77777777778
28049,"Athens, OH",2002,1318254,79188.0487804878,-124275.39096432179,79188.0487804878
28050,"Athens, OH",2003,1340858,82595.22413793103,208569.92354334332,82595.22413793103
28051,"Athens, OH",2004,1386046,85595.51666666666,501751.25281763263,85595.51666666666
28052,"Athens, OH",2005,1438104,83437.86666666667,290926.4249022994,83437.86666666667
28053,"Athens, OH",2006,1482621,81353.45,87233.29876537994,81353.45
28054,"Athens, OH",2007,1591202,79818.7,-62630.133126242086,79818.7
28055,"Athens, OH",2008,1602754,79330.58333333333,-110305.07104222104,79330.58333333333
28056,"Athens, OH",2009,1660790,80041.81818181818,-40844.24961135816,80041.81818181818
28057,"Athens, OH",2010,1743443,76057.95588235294,-430059.3165319748,76057.95588235294
28058,"Athens, OH",2011,1794548,74449.8137254902,-587152.144746922,74449.8137254902
28059,"Athens, OH",2012,1787263,74449.0294117647,-587249.8392918315,74449.0294117647
28060,"Athens, OH",2013,1879432,74913.07843137255,-541919.5704536876,74913.07843137255
28061,"Athens, OH",2014,1950578,77286.09803921569,-310090.41538274847,77286.09803921569
28062,"Athens, OH",2015,2005699,80244.13725490196,-21109.95153958071,80244.13725490196
28063,"Athens, OH",2016,2059076,84211.38235294117,366444.3081175694,84211.38235294117
28064,"Athens, OH",2017,2204410,88669.54411764706,802064.2838703375,88669.54411764706
28065,"Athens, OH",2018,2174181,92974.4068627451,1222541.605162086,92974.4068627451
28066,"Athens, OH",2019,2289056,98037.02450980392,1717169.0860403702,98037.02450980392
28067,"Auglaize, OH",2001,1294629,64942.566666666666,-1515934.1832043258,64942.566666666666
28068,"Auglaize, OH",2002,1345320,67091.03333333334,-1306086.3007380897,67091.03333333334
28069,"Auglaize, OH",2003,1373890,69077.91666666667,-1111967.2400023304,69077.91666666667
28070,"Auglaize, OH",2004,1449887,71796.58333333333,-846335.7723926036,71796.58333333333
28071,"Auglaize, OH",2005,1491628,73482.5,-681720.4642196018,73482.5
28072,"Auglaize, OH",2006,1555424,84146.73333333334,360191.8572433423,84146.73333333334
28073,"Auglaize, OH",2007,1687615,107815.76666666666,2672524.0407132376,107815.76666666666
28074,"Auglaize, OH",2008,1679702,111917.65,3073267.0639332086,111917.65
28075,"Auglaize, OH",2009,1535703,91600.16666666667,1088309.3004560303,91600.16666666667
28076,"Auglaize, OH",2010,1658651,89954.06034482758,927504.079534512,89954.06034482758
28077,"Auglaize, OH",2011,1813139,88279.62121212122,763963.4113555178,88279.62121212122
28078,"Auglaize, OH",2012,1986734,85850.19696969698,526565.6672247201,85850.19696969698
28079,"Auglaize, OH",2013,2096049,85742.77272727272,516112.3509193724,85742.77272727272
28080,"Auglaize, OH",2014,2126497,89868.92424242424,919200.0432171784,89868.92424242424
28081,"Auglaize, OH",2015,2143970,94810.28787878787,1401908.7896164674,94810.28787878787
28082,"Auglaize, OH",2016,2218504,100624.34848484848,1969904.8737220038,100624.34848484848
28083,"Auglaize, OH",2017,2378247,105488.14393939394,2445091.140163239,105488.14393939394
28084,"Auglaize, OH",2018,2465957,111498.04545454546,3032235.3550710957,111498.04545454546
28085,"Auglaize, OH",2019,2545495,118122.62121212122,3679461.715098474,118122.62121212122
28086,"Belmont, OH",2002,1546804,44358.0,-3526976.390172418,44358.0
28087,"Belmont, OH",2003,1583721,43654.083333333336,-3595753.3497889126,43654.083333333336
28088,"Belmont, OH",2004,1635129,44334.166666666664,-3529321.0592502533,44334.166666666664
28089,"Belmont, OH",2005,1771429,47841.333333333336,-3186706.290251608,47841.333333333336
28090,"Belmont, OH",2006,1859322,49031.75,-3070352.087264044,49031.75
28091,"Belmont, OH",2007,1963348,53967.25,-2588229.508134215,53967.25
28092,"Belmont, OH",2008,2067458,52952.833333333336,-2687291.776672746,52952.833333333336
28093,"Belmont, OH",2009,2054005,56779.994736842105,-2313414.753302967,56779.994736842105
28094,"Belmont, OH",2010,2130891,55749.34027777778,-2414137.8291049637,55749.34027777778
28095,"Belmont, OH",2011,2195599,55103.79861111111,-2477150.8105717804,55103.79861111111
28096,"Belmont, OH",2012,2214750,55858.125,-2403489.123709797,55858.125
28097,"Belmont, OH",2013,2406834,57427.68402777778,-2250108.688201421,57427.68402777778
28098,"Belmont, OH",2014,3135155,61229.03125,-1878771.722999297,61229.03125
28099,"Belmont, OH",2015,3475999,66153.46527777778,-1397723.7838634755,66153.46527777778
28100,"Belmont, OH",2016,3939467,71213.24305555556,-903389.3866199227,71213.24305555556
28101,"Belmont, OH",2017,5512094,75109.47916666667,-522771.4396513682,75109.47916666667
28102,"Belmont, OH",2018,5984081,80132.08333333333,-32051.74056947697,80132.08333333333
28103,"Belmont, OH",2019,5319382,86188.98611111111,559684.1179491393,86188.98611111111
28104,"Brown, OH",2001,496106,94552.60416666667,1376801.2915746495,94552.60416666667
28105,"Brown, OH",2002,512007,98304.07291666667,1743253.5295312833,98304.07291666667
28106,"Brown, OH",2003,537670,101706.84375,2075708.0658593103,101706.84375
28107,"Brown, OH",2004,586000,105548.92708333333,2451050.507402735,105548.92708333333
28108,"Brown, OH",2005,606809,109815.78125,2867913.1305328235,109815.78125
28109,"Brown, OH",2006,665537,110847.125,2968636.20633482,110847.125
28110,"Brown, OH",2007,712401,110394.9375,2924478.272035593,110394.9375
28111,"Brown, OH",2008,708090,109182.59375,2806072.4836049248,109182.59375
28112,"Brown, OH",2009,717958,106230.20833333333,2517580.4924863055,106230.20833333333
28113,"Brown, OH",2010,776367,103350.875,2236317.8976910096,103350.875
28114,"Brown, OH",2011,809968,100716.45833333333,1978892.7718537059,100716.45833333333
28115,"Brown, OH",2012,798062,99277.21875,1838310.3217285126,99277.21875
28116,"Brown, OH",2013,816883,99105.80208333333,1821604.5545489378,99105.80208333333
28117,"Brown, OH",2014,814783,101518.76041666667,2057341.49141627,101518.76041666667
28118,"Brown, OH",2015,845532,105929.6875,2488272.129013367,105929.6875
28119,"Brown, OH",2016,853735,96898.58015267176,1605992.693933025,96898.58015267176
28120,"Brown, OH",2017,875884,100239.82575757576,1932390.168476643,100239.82575757576
28121,"Brown, OH",2018,882777,103654.73484848485,2266017.039343588,103654.73484848485
28122,"Brown, OH",2019,888038,108708.93939393939,2759765.269317683,108708.93939393939
28123,"Butler, OH",2001,9246764,137319.52380952382,5554903.893731775,137319.52380952382
28124,"Butler, OH",2002,9636923,141876.02380952382,6000000.240340792,141876.02380952382
28125,"Butler, OH",2003,10154062,146428.5892857143,6444803.50331508,146428.5892857143
28126,"Butler, OH",2004,11054700,150742.20833333334,6866160.075511018,150742.20833333334
28127,"Butler, OH",2005,11978689,155517.11904761905,7332651.5274552815,155517.11904761905
28128,"Butler, OH",2006,12724102,160980.56547619047,7866454.52084239,160980.56547619047
28129,"Butler, OH",2007,13399112,160750.3630952381,7843887.080968229,160750.3630952381
28130,"Butler, OH",2008,13596311,161321.4107142857,7899670.666111721,161321.4107142857
28131,"Butler, OH",2009,13240805,150407.63095238095,6833530.097511148,150407.63095238095
28132,"Butler, OH",2010,13995985,150159.39285714287,6809204.155828608,150159.39285714287
28133,"Butler, OH",2011,14518979,141599.3869047619,5972938.85140078,141599.3869047619
28134,"Butler, OH",2012,14847165,135001.92261904763,5328447.938630873,135001.92261904763
