,County,Year,GDP (thousands)
35013,"Delaware, NY",2016,"1,910,674"
35014,"Delaware, NY",2017,"2,008,466"
35015,"Delaware, NY",2018,"2,056,986"
35016,"Delaware, NY",2019,"2,253,409"
35017,"Dutchess, NY",2001,"8,401,267"
35018,"Dutchess, NY",2002,"8,570,938"
35019,"Dutchess, NY",2003,"8,930,709"
35020,"Dutchess, NY",2004,"9,273,752"
35021,"Dutchess, NY",2005,"9,636,486"
35022,"Dutchess, NY",2006,"10,017,829"
35023,"Dutchess, NY",2007,"10,483,145"
35024,"Dutchess, NY",2008,"11,071,068"
35025,"Dutchess, NY",2009,"11,324,579"
35026,"Dutchess, NY",2010,"11,710,084"
35027,"Dutchess, NY",2011,"11,821,599"
35028,"Dutchess, NY",2012,"12,207,661"
35029,"Dutchess, NY",2013,"12,452,871"
35030,"Dutchess, NY",2014,"12,379,523"
35031,"Dutchess, NY",2015,"12,766,023"
35032,"Dutchess, NY",2016,"12,977,077"
35033,"Dutchess, NY",2017,"13,407,094"
35034,"Dutchess, NY",2018,"14,011,783"
35035,"Dutchess, NY",2019,"14,615,929"
35036,"Erie, NY",2001,"31,413,428"
35037,"Erie, NY",2002,"32,609,349"
35038,"Erie, NY",2003,"33,736,991"
35039,"Erie, NY",2004,"35,635,470"
35040,"Erie, NY",2005,"37,136,029"
35041,"Erie, NY",2006,"40,061,823"
35042,"Erie, NY",2007,"41,628,968"
35043,"Erie, NY",2008,"42,989,968"
35044,"Erie, NY",2009,"44,084,187"
35045,"Erie, NY",2010,"45,796,990"
35046,"Erie, NY",2011,"46,007,923"
35047,"Erie, NY",2012,"48,868,888"
35048,"Erie, NY",2013,"49,846,952"
35049,"Erie, NY",2014,"51,903,779"
35050,"Erie, NY",2015,"54,563,536"
35051,"Erie, NY",2016,"55,966,847"
35052,"Erie, NY",2017,"57,027,861"
35053,"Erie, NY",2018,"59,725,125"
35054,"Erie, NY",2019,"63,071,158"
35055,"Essex, NY",2001,"915,655"
35056,"Essex, NY",2002,"963,984"
35057,"Essex, NY",2003,"981,387"
35058,"Essex, NY",2004,"1,083,422"
35059,"Essex, NY",2005,"1,105,959"
35060,"Essex, NY",2006,"1,218,937"
35061,"Essex, NY",2007,"1,254,104"
35062,"Essex, NY",2008,"1,297,466"
35063,"Essex, NY",2009,"1,372,298"
35064,"Essex, NY",2010,"1,390,071"
35065,"Essex, NY",2011,"1,390,592"
35066,"Essex, NY",2012,"1,450,201"
35067,"Essex, NY",2013,"1,519,364"
35068,"Essex, NY",2014,"1,527,214"
35069,"Essex, NY",2015,"1,532,591"
35070,"Essex, NY",2016,"1,570,995"
35071,"Essex, NY",2017,"1,611,644"
35072,"Essex, NY",2018,"1,683,845"
35073,"Essex, NY",2019,"1,791,129"
35074,"Franklin, NY",2001,"1,016,605"
35075,"Franklin, NY",2002,"1,063,229"
35076,"Franklin, NY",2003,"1,122,809"
35077,"Franklin, NY",2004,"1,195,489"
35078,"Franklin, NY",2005,"1,225,461"
35079,"Franklin, NY",2006,"1,338,426"
35080,"Franklin, NY",2007,"1,426,533"
35081,"Franklin, NY",2008,"1,504,339"
35082,"Franklin, NY",2009,"1,517,471"
35083,"Franklin, NY",2010,"1,621,813"
35084,"Franklin, NY",2011,"1,717,508"
35085,"Franklin, NY",2012,"1,769,079"
35086,"Franklin, NY",2013,"1,812,969"
35087,"Franklin, NY",2014,"1,808,078"
35088,"Franklin, NY",2015,"1,806,360"
35089,"Franklin, NY",2016,"1,854,515"
35090,"Franklin, NY",2017,"1,941,058"
35091,"Franklin, NY",2018,"1,983,161"
35092,"Franklin, NY",2019,"2,134,531"
35093,"Fulton, NY",2001,"1,169,912"
35094,"Fulton, NY",2002,"1,211,940"
35095,"Fulton, NY",2003,"1,259,963"
35096,"Fulton, NY",2004,"1,361,836"
35097,"Fulton, NY",2005,"1,396,526"
35098,"Fulton, NY",2006,"1,506,575"
35099,"Fulton, NY",2007,"1,453,816"
35100,"Fulton, NY",2008,"1,560,469"
35101,"Fulton, NY",2009,"1,594,377"
35102,"Fulton, NY",2010,"1,673,072"
35103,"Fulton, NY",2011,"1,684,792"
35104,"Fulton, NY",2012,"1,706,063"
35105,"Fulton, NY",2013,"1,731,284"
35106,"Fulton, NY",2014,"1,711,436"
35107,"Fulton, NY",2015,"1,776,141"
35108,"Fulton, NY",2016,"1,890,973"
35109,"Fulton, NY",2017,"1,980,485"
35110,"Fulton, NY",2018,"2,007,749"
35111,"Fulton, NY",2019,"2,138,098"
35112,"Genesee, NY",2001,"1,553,935"
35113,"Genesee, NY",2002,"1,510,048"
35114,"Genesee, NY",2003,"1,564,602"
35115,"Genesee, NY",2004,"1,652,029"
35116,"Genesee, NY",2005,"1,727,449"
35117,"Genesee, NY",2006,"1,873,614"
35118,"Genesee, NY",2007,"1,979,384"
35119,"Genesee, NY",2008,"2,021,390"
35120,"Genesee, NY",2009,"2,054,870"
35121,"Genesee, NY",2010,"2,133,495"
35122,"Genesee, NY",2011,"2,188,920"
35123,"Genesee, NY",2012,"2,198,322"
35124,"Genesee, NY",2013,"2,278,159"
35125,"Genesee, NY",2014,"2,356,762"
35126,"Genesee, NY",2015,"2,414,417"
35127,"Genesee, NY",2016,"2,419,534"
35128,"Genesee, NY",2017,"2,465,484"
35129,"Genesee, NY",2018,"2,613,964"
35130,"Genesee, NY",2019,"2,725,757"
35131,"Greene, NY",2001,"942,616"
35132,"Greene, NY",2002,"1,012,496"
35133,"Greene, NY",2003,"1,162,428"
35134,"Greene, NY",2004,"1,490,049"
35135,"Greene, NY",2005,"1,671,654"
35136,"Greene, NY",2006,"2,056,485"
35137,"Greene, NY",2007,"1,839,247"
35138,"Greene, NY",2008,"1,964,059"
35139,"Greene, NY",2009,"2,045,629"
35140,"Greene, NY",2010,"2,235,842"
35141,"Greene, NY",2011,"2,030,991"
35142,"Greene, NY",2012,"2,261,310"
35143,"Greene, NY",2013,"2,126,237"
35144,"Greene, NY",2014,"2,077,912"
35145,"Greene, NY",2015,"2,193,336"
35146,"Greene, NY",2016,"2,232,998"
35147,"Greene, NY",2017,"2,383,839"
35148,"Greene, NY",2018,"2,452,752"
35149,"Greene, NY",2019,"2,519,817"
35150,"Hamilton, NY",2001,"104,281"
35151,"Hamilton, NY",2002,"111,256"
35152,"Hamilton, NY",2003,"116,794"
35153,"Hamilton, NY",2004,"123,099"
35154,"Hamilton, NY",2005,"131,411"
35155,"Hamilton, NY",2006,"152,240"
35156,"Hamilton, NY",2007,"158,089"
35157,"Hamilton, NY",2008,"162,203"
35158,"Hamilton, NY",2009,"168,816"
35159,"Hamilton, NY",2010,"170,997"
35160,"Hamilton, NY",2011,"170,727"
35161,"Hamilton, NY",2012,"174,615"
35162,"Hamilton, NY",2013,"178,637"
35163,"Hamilton, NY",2014,"200,973"
35164,"Hamilton, NY",2015,"199,044"
35165,"Hamilton, NY",2016,"201,421"
35166,"Hamilton, NY",2017,"206,750"
35167,"Hamilton, NY",2018,"214,611"
35168,"Hamilton, NY",2019,"247,048"
35169,"Herkimer, NY",2001,"1,276,458"
35170,"Herkimer, NY",2002,"1,367,219"
35171,"Herkimer, NY",2003,"1,336,257"
35172,"Herkimer, NY",2004,"1,335,777"
35173,"Herkimer, NY",2005,"1,327,113"
35174,"Herkimer, NY",2006,"1,408,999"
35175,"Herkimer, NY",2007,"1,421,532"
35176,"Herkimer, NY",2008,"1,439,929"
35177,"Herkimer, NY",2009,"1,510,099"
35178,"Herkimer, NY",2010,"1,570,346"
35179,"Herkimer, NY",2011,"1,614,204"
35180,"Herkimer, NY",2012,"1,680,832"
35181,"Herkimer, NY",2013,"1,775,597"
35182,"Herkimer, NY",2014,"1,807,979"
35183,"Herkimer, NY",2015,"1,803,497"
35184,"Herkimer, NY",2016,"1,796,920"
35185,"Herkimer, NY",2017,"1,854,933"
35186,"Herkimer, NY",2018,"1,924,000"
35187,"Herkimer, NY",2019,"2,077,647"
35188,"Jefferson, NY",2001,"3,319,998"
35189,"Jefferson, NY",2002,"3,442,365"
35190,"Jefferson, NY",2003,"3,701,499"
35191,"Jefferson, NY",2004,"4,032,521"
35192,"Jefferson, NY",2005,"4,580,879"
35193,"Jefferson, NY",2006,"5,226,996"
35194,"Jefferson, NY",2007,"5,483,236"
35195,"Jefferson, NY",2008,"5,852,674"
35196,"Jefferson, NY",2009,"6,125,678"
35197,"Jefferson, NY",2010,"6,519,672"
35198,"Jefferson, NY",2011,"6,779,026"
35199,"Jefferson, NY",2012,"6,664,815"
35200,"Jefferson, NY",2013,"6,629,381"
35201,"Jefferson, NY",2014,"6,604,893"
35202,"Jefferson, NY",2015,"6,484,629"
35203,"Jefferson, NY",2016,"6,334,915"
35204,"Jefferson, NY",2017,"6,371,356"
35205,"Jefferson, NY",2018,"6,556,942"
35206,"Jefferson, NY",2019,"6,738,046"
35207,"Kings, NY",2001,"42,689,487"
35208,"Kings, NY",2002,"45,098,133"
35209,"Kings, NY",2003,"46,971,899"
35210,"Kings, NY",2004,"49,471,694"
35211,"Kings, NY",2005,"51,725,035"
35212,"Kings, NY",2006,"57,420,433"
35213,"Kings, NY",2007,"60,827,548"
35214,"Kings, NY",2008,"64,396,827"
35215,"Kings, NY",2009,"67,467,356"
35216,"Kings, NY",2010,"70,121,328"
35217,"Kings, NY",2011,"71,797,574"
35218,"Kings, NY",2012,"75,389,167"
35219,"Kings, NY",2013,"78,658,986"
35220,"Kings, NY",2014,"82,801,331"
35221,"Kings, NY",2015,"88,690,085"
35222,"Kings, NY",2016,"93,206,586"
35223,"Kings, NY",2017,"98,690,619"
35224,"Kings, NY",2018,"109,288,343"
35225,"Kings, NY",2019,"111,343,639"
35226,"Lewis, NY",2001,"479,471"
35227,"Lewis, NY",2002,"513,474"
35228,"Lewis, NY",2003,"528,738"
35229,"Lewis, NY",2004,"535,682"
35230,"Lewis, NY",2005,"568,292"
35231,"Lewis, NY",2006,"694,785"
35232,"Lewis, NY",2007,"754,564"
35233,"Lewis, NY",2008,"741,549"
35234,"Lewis, NY",2009,"850,283"
35235,"Lewis, NY",2010,"906,910"
35236,"Lewis, NY",2011,"926,524"
35237,"Lewis, NY",2012,"909,437"
35238,"Lewis, NY",2013,"969,079"
35239,"Lewis, NY",2014,"1,054,985"
35240,"Lewis, NY",2015,"1,020,470"
35241,"Lewis, NY",2016,"977,519"
35242,"Lewis, NY",2017,"1,025,531"
35243,"Lewis, NY",2018,"1,049,885"
35244,"Lewis, NY",2019,"1,129,728"
35245,"Livingston, NY",2001,"1,156,753"
35246,"Livingston, NY",2002,"1,190,340"
35247,"Livingston, NY",2003,"1,227,796"
35248,"Livingston, NY",2004,"1,367,651"
35249,"Livingston, NY",2005,"1,426,552"
35250,"Livingston, NY",2006,"1,547,479"
35251,"Livingston, NY",2007,"1,666,825"
35252,"Livingston, NY",2008,"1,727,493"
35253,"Livingston, NY",2009,"1,729,768"
35254,"Livingston, NY",2010,"1,859,559"
35255,"Livingston, NY",2011,"1,907,725"
35256,"Livingston, NY",2012,"1,943,620"
35257,"Livingston, NY",2013,"2,021,603"
35258,"Livingston, NY",2014,"2,038,956"
35259,"Livingston, NY",2015,"2,059,688"
35260,"Livingston, NY",2016,"2,059,418"
35261,"Livingston, NY",2017,"2,202,095"
35262,"Livingston, NY",2018,"2,287,323"
35263,"Livingston, NY",2019,"2,405,449"
35264,"Madison, NY",2001,"1,381,611"
35265,"Madison, NY",2002,"1,417,986"
35266,"Madison, NY",2003,"1,455,196"
35267,"Madison, NY",2004,"1,510,568"
35268,"Madison, NY",2005,"1,620,147"
35269,"Madison, NY",2006,"1,728,853"
35270,"Madison, NY",2007,"1,829,427"
35271,"Madison, NY",2008,"1,837,645"
35272,"Madison, NY",2009,"1,849,397"
35273,"Madison, NY",2010,"1,940,622"
35274,"Madison, NY",2011,"1,956,246"
35275,"Madison, NY",2012,"2,033,154"
35276,"Madison, NY",2013,"2,175,504"
35277,"Madison, NY",2014,"2,222,070"
35278,"Madison, NY",2015,"2,232,558"
35279,"Madison, NY",2016,"2,214,792"
35280,"Madison, NY",2017,"2,321,858"
35281,"Madison, NY",2018,"2,395,073"
35282,"Madison, NY",2019,"2,578,850"
35283,"Monroe, NY",2004,"34,006,407"
35284,"Monroe, NY",2005,"35,097,803"
35285,"Monroe, NY",2006,"36,706,339"
35286,"Monroe, NY",2007,"37,530,958"
35287,"Monroe, NY",2008,"38,431,526"
35288,"Monroe, NY",2009,"40,072,804"
35289,"Monroe, NY",2010,"40,793,021"
35290,"Monroe, NY",2011,"40,729,918"
35291,"Monroe, NY",2012,"42,121,808"
35292,"Monroe, NY",2013,"42,033,955"
35293,"Monroe, NY",2014,"42,320,634"
35294,"Monroe, NY",2015,"43,940,400"
35295,"Monroe, NY",2016,"45,097,169"
35296,"Monroe, NY",2017,"45,727,611"
35297,"Monroe, NY",2018,"47,279,550"
35298,"Monroe, NY",2019,"49,467,395"
35299,"Monroe, NY",2001,"31,968,836"
35300,"Monroe, NY",2002,"32,955,265"
35301,"Monroe, NY",2003,"33,746,097"
35302,"Montgomery, NY",2001,"1,141,029"
35303,"Montgomery, NY",2002,"1,182,840"
35304,"Montgomery, NY",2003,"1,251,948"
35305,"Montgomery, NY",2004,"1,296,859"
35306,"Montgomery, NY",2005,"1,355,741"
35307,"Montgomery, NY",2006,"1,452,934"
35308,"Montgomery, NY",2007,"1,551,946"
35309,"Montgomery, NY",2008,"1,585,209"
35310,"Montgomery, NY",2009,"1,611,542"
35311,"Montgomery, NY",2010,"1,676,177"
35312,"Montgomery, NY",2011,"1,653,332"
35313,"Montgomery, NY",2012,"1,691,107"
35314,"Montgomery, NY",2013,"1,745,391"
35315,"Montgomery, NY",2014,"1,802,905"
35316,"Montgomery, NY",2015,"1,822,949"
35317,"Montgomery, NY",2016,"1,876,660"
35318,"Montgomery, NY",2017,"1,958,837"
35319,"Montgomery, NY",2018,"2,026,968"
35320,"Montgomery, NY",2019,"2,143,502"
35321,"Nassau, NY",2001,"56,332,796"
35322,"Nassau, NY",2002,"58,010,630"
35323,"Nassau, NY",2003,"60,030,293"
35324,"Nassau, NY",2004,"63,579,525"
35325,"Nassau, NY",2005,"65,999,543"
35326,"Nassau, NY",2006,"67,635,694"
35327,"Nassau, NY",2007,"70,911,765"
35328,"Nassau, NY",2008,"71,839,094"
35329,"Nassau, NY",2009,"75,002,932"
35330,"Nassau, NY",2010,"78,426,844"
35331,"Nassau, NY",2011,"78,337,272"
35332,"Nassau, NY",2012,"83,026,301"
35333,"Nassau, NY",2013,"82,831,962"
35334,"Nassau, NY",2014,"83,779,296"
35335,"Nassau, NY",2015,"87,022,381"
35336,"Nassau, NY",2016,"90,168,376"
35337,"Nassau, NY",2017,"92,574,370"
35338,"Nassau, NY",2018,"95,928,266"
35339,"Nassau, NY",2019,"99,477,179"
35340,"New York, NY",2001,"369,778,965"
35341,"New York, NY",2002,"361,926,543"
35342,"New York, NY",2003,"359,683,943"
35343,"New York, NY",2004,"380,041,587"
35344,"New York, NY",2005,"416,631,829"
35345,"New York, NY",2006,"431,528,011"
35346,"New York, NY",2007,"445,587,250"
35347,"New York, NY",2008,"415,223,049"
35348,"New York, NY",2009,"439,863,063"
35349,"New York, NY",2010,"474,963,316"
35350,"New York, NY",2011,"491,443,273"
35351,"New York, NY",2012,"544,677,455"
35352,"New York, NY",2013,"565,065,182"
35353,"New York, NY",2014,"604,156,655"
35354,"New York, NY",2015,"628,921,732"
35355,"New York, NY",2016,"665,123,942"
35356,"New York, NY",2017,"698,185,116"
35357,"New York, NY",2018,"740,092,291"
35358,"New York, NY",2019,"769,105,785"
35359,"Niagara, NY",2001,"6,408,360"
35360,"Niagara, NY",2002,"6,813,837"
35361,"Niagara, NY",2003,"6,937,929"
35362,"Niagara, NY",2004,"7,236,153"
35363,"Niagara, NY",2005,"7,373,123"
35364,"Niagara, NY",2006,"7,983,075"
35365,"Niagara, NY",2007,"8,024,754"
35366,"Niagara, NY",2008,"7,873,820"
35367,"Niagara, NY",2009,"8,220,822"
35368,"Niagara, NY",2010,"8,658,300"
35369,"Niagara, NY",2011,"8,796,106"
35370,"Niagara, NY",2012,"8,579,912"
35371,"Niagara, NY",2013,"8,780,795"
35372,"Niagara, NY",2014,"9,115,623"
35373,"Niagara, NY",2015,"9,189,435"
35374,"Niagara, NY",2016,"9,538,831"
35375,"Niagara, NY",2017,"9,770,557"
35376,"Niagara, NY",2018,"10,121,942"
35377,"Niagara, NY",2019,"10,683,078"
35378,"Oneida, NY",2001,"6,529,374"
35379,"Oneida, NY",2002,"6,774,931"
35380,"Oneida, NY",2003,"7,059,631"
35381,"Oneida, NY",2004,"7,429,301"
35382,"Oneida, NY",2005,"7,716,782"
35383,"Oneida, NY",2006,"8,508,026"
35384,"Oneida, NY",2007,"9,004,625"
35385,"Oneida, NY",2008,"9,102,510"
35386,"Oneida, NY",2009,"9,309,313"
35387,"Oneida, NY",2010,"9,626,324"
35388,"Oneida, NY",2011,"9,683,912"
35389,"Oneida, NY",2012,"9,926,029"
35390,"Oneida, NY",2013,"9,990,529"
35391,"Oneida, NY",2014,"10,056,868"
35392,"Oneida, NY",2015,"10,229,746"
35393,"Oneida, NY",2016,"10,601,309"
35394,"Oneida, NY",2017,"10,959,311"
35395,"Oneida, NY",2018,"11,538,403"
35396,"Oneida, NY",2019,"12,306,301"
35397,"Onondaga, NY",2001,"17,964,192"
35398,"Onondaga, NY",2002,"18,651,870"
35399,"Onondaga, NY",2003,"19,500,758"
35400,"Onondaga, NY",2004,"20,524,951"
35401,"Onondaga, NY",2005,"21,452,969"
35402,"Onondaga, NY",2006,"22,486,046"
35403,"Onondaga, NY",2007,"23,582,877"
35404,"Onondaga, NY",2008,"23,797,635"
35405,"Onondaga, NY",2009,"24,393,122"
35406,"Onondaga, NY",2010,"25,151,404"
35407,"Onondaga, NY",2011,"25,090,588"
35408,"Onondaga, NY",2012,"26,321,822"
35409,"Onondaga, NY",2013,"26,977,433"
35410,"Onondaga, NY",2014,"28,038,102"
35411,"Onondaga, NY",2015,"29,399,451"
35412,"Onondaga, NY",2016,"29,794,104"
35413,"Onondaga, NY",2017,"30,489,953"
35414,"Onondaga, NY",2018,"31,991,415"
35415,"Onondaga, NY",2019,"33,575,047"
35416,"Ontario, NY",2001,"3,002,272"
35417,"Ontario, NY",2002,"3,112,897"
35418,"Ontario, NY",2003,"3,235,959"
35419,"Ontario, NY",2004,"3,290,144"
35420,"Ontario, NY",2005,"3,538,661"
35421,"Ontario, NY",2006,"3,823,787"
35422,"Ontario, NY",2007,"4,041,868"
35423,"Ontario, NY",2008,"4,186,385"
35424,"Ontario, NY",2009,"4,271,868"
35425,"Ontario, NY",2010,"4,507,773"
35426,"Ontario, NY",2011,"4,609,010"
35427,"Ontario, NY",2012,"4,866,491"
35428,"Ontario, NY",2013,"5,150,947"
35429,"Ontario, NY",2014,"5,326,659"
35430,"Ontario, NY",2015,"5,803,493"
35431,"Ontario, NY",2016,"5,665,903"
35432,"Ontario, NY",2017,"5,905,331"
35433,"Ontario, NY",2018,"6,132,221"
35434,"Ontario, NY",2019,"6,368,094"
35435,"Orange, NY",2001,"9,255,941"
35436,"Orange, NY",2002,"9,579,273"
35437,"Orange, NY",2003,"10,416,053"
35438,"Orange, NY",2004,"11,133,821"
35439,"Orange, NY",2005,"11,698,520"
35440,"Orange, NY",2006,"12,181,390"
35441,"Orange, NY",2007,"12,478,607"
35442,"Orange, NY",2008,"13,021,518"
35443,"Orange, NY",2009,"13,389,778"
35444,"Orange, NY",2010,"13,786,490"
35445,"Orange, NY",2011,"13,887,827"
35446,"Orange, NY",2012,"14,362,270"
35447,"Orange, NY",2013,"14,629,015"
35448,"Orange, NY",2014,"15,162,078"
35449,"Orange, NY",2015,"16,025,994"
35450,"Orange, NY",2016,"16,514,181"
35451,"Orange, NY",2017,"17,185,894"
35452,"Orange, NY",2018,"18,378,918"
35453,"Orange, NY",2019,"19,657,259"
35454,"Orleans, NY",2001,"754,955"
35455,"Orleans, NY",2002,"780,916"
35456,"Orleans, NY",2003,"812,455"
35457,"Orleans, NY",2004,"830,241"
35458,"Orleans, NY",2005,"868,544"
35459,"Orleans, NY",2006,"965,372"
35460,"Orleans, NY",2007,"1,031,416"
35461,"Orleans, NY",2008,"1,140,605"
35462,"Orleans, NY",2009,"1,254,838"
35463,"Orleans, NY",2010,"1,311,859"
35464,"Orleans, NY",2011,"1,236,802"
35465,"Orleans, NY",2012,"1,228,634"
35466,"Orleans, NY",2013,"1,285,808"
35467,"Orleans, NY",2014,"1,270,775"
35468,"Orleans, NY",2015,"1,360,775"
35469,"Orleans, NY",2016,"1,335,225"
35470,"Orleans, NY",2017,"1,347,160"
35471,"Orleans, NY",2018,"1,368,467"
35472,"Orleans, NY",2019,"1,444,559"
35473,"Oswego, NY",2001,"4,204,087"
35474,"Oswego, NY",2002,"3,913,429"
35475,"Oswego, NY",2003,"4,135,690"
35476,"Oswego, NY",2004,"4,225,933"
35477,"Oswego, NY",2005,"4,434,121"
35478,"Oswego, NY",2006,"4,725,981"
35479,"Oswego, NY",2007,"4,820,297"
35480,"Oswego, NY",2008,"4,802,362"
35481,"Oswego, NY",2009,"5,419,194"
35482,"Oswego, NY",2010,"5,733,161"
35483,"Oswego, NY",2011,"5,736,140"
35484,"Oswego, NY",2012,"5,944,483"
35485,"Oswego, NY",2013,"6,424,878"
35486,"Oswego, NY",2014,"6,573,219"
35487,"Oswego, NY",2015,"6,704,963"
35488,"Oswego, NY",2016,"6,438,019"
35489,"Oswego, NY",2017,"6,806,097"
35490,"Oswego, NY",2018,"6,915,175"
35491,"Oswego, NY",2019,"7,236,689"
35492,"Otsego, NY",2001,"1,409,132"
35493,"Otsego, NY",2002,"1,454,027"
35494,"Otsego, NY",2003,"1,543,728"
35495,"Otsego, NY",2004,"1,680,766"
35496,"Otsego, NY",2005,"1,774,651"
35497,"Otsego, NY",2006,"1,956,698"
35498,"Otsego, NY",2007,"1,994,395"
35499,"Otsego, NY",2008,"2,078,699"
35500,"Otsego, NY",2009,"2,158,774"
35501,"Otsego, NY",2010,"2,223,651"
35502,"Otsego, NY",2011,"2,243,457"
35503,"Otsego, NY",2012,"2,265,757"
35504,"Otsego, NY",2013,"2,287,648"
35505,"Otsego, NY",2014,"2,292,610"
35506,"Otsego, NY",2015,"2,349,029"
35507,"Otsego, NY",2016,"2,461,937"
35508,"Otsego, NY",2017,"2,578,355"
35509,"Otsego, NY",2018,"2,762,051"
35510,"Otsego, NY",2019,"2,904,846"
35511,"Putnam, NY",2001,"2,054,727"
35512,"Putnam, NY",2002,"2,178,556"
35513,"Putnam, NY",2003,"2,260,216"
35514,"Putnam, NY",2004,"2,460,817"
35515,"Putnam, NY",2005,"2,581,714"
35516,"Putnam, NY",2006,"2,819,379"
35517,"Putnam, NY",2007,"2,887,504"
35518,"Putnam, NY",2008,"2,962,864"
35519,"Putnam, NY",2009,"3,026,776"
35520,"Putnam, NY",2010,"3,138,396"
35521,"Putnam, NY",2011,"3,088,445"
35522,"Putnam, NY",2012,"2,992,495"
35523,"Putnam, NY",2013,"3,096,261"
35524,"Putnam, NY",2014,"3,171,650"
35525,"Putnam, NY",2015,"3,263,486"
35526,"Putnam, NY",2016,"3,327,507"
35527,"Putnam, NY",2017,"3,487,374"
35528,"Putnam, NY",2018,"3,626,543"
35529,"Putnam, NY",2019,"3,812,075"
35530,"Queens, NY",2001,"50,869,878"
35531,"Queens, NY",2002,"52,660,772"
35532,"Queens, NY",2003,"54,516,382"
35533,"Queens, NY",2004,"56,779,831"
35534,"Queens, NY",2005,"59,375,648"
35535,"Queens, NY",2006,"64,500,951"
35536,"Queens, NY",2007,"68,800,323"
35537,"Queens, NY",2008,"70,616,923"
35538,"Queens, NY",2009,"73,104,534"
35539,"Queens, NY",2010,"75,366,416"
35540,"Queens, NY",2011,"77,368,522"
35541,"Queens, NY",2012,"80,978,973"
35542,"Queens, NY",2013,"84,076,130"
35543,"Queens, NY",2014,"89,191,574"
35544,"Queens, NY",2015,"94,623,239"
35545,"Queens, NY",2016,"98,035,923"
35546,"Queens, NY",2017,"101,738,081"
35547,"Queens, NY",2018,"112,038,902"
35548,"Queens, NY",2019,"114,644,556"
35549,"Rensselaer, NY",2001,"3,521,107"
35550,"Rensselaer, NY",2002,"3,632,266"
35551,"Rensselaer, NY",2003,"3,822,345"
35552,"Rensselaer, NY",2004,"4,060,856"
35553,"Rensselaer, NY",2005,"4,256,751"
35554,"Rensselaer, NY",2006,"4,702,680"
35555,"Rensselaer, NY",2007,"4,939,696"
35556,"Rensselaer, NY",2008,"5,285,973"
35557,"Rensselaer, NY",2009,"5,340,146"
35558,"Rensselaer, NY",2010,"5,541,821"
35559,"Rensselaer, NY",2011,"5,802,068"
35560,"Rensselaer, NY",2012,"5,908,254"
35561,"Rensselaer, NY",2013,"5,967,321"
35562,"Rensselaer, NY",2014,"6,378,873"
35563,"Rensselaer, NY",2015,"6,780,004"
35564,"Rensselaer, NY",2016,"7,298,454"
35565,"Rensselaer, NY",2017,"8,033,074"
35566,"Rensselaer, NY",2018,"8,200,967"
35567,"Rensselaer, NY",2019,"8,795,461"
35568,"Richmond, NY",2001,"8,372,166"
35569,"Richmond, NY",2002,"8,536,334"
35570,"Richmond, NY",2003,"8,809,678"
35571,"Richmond, NY",2004,"9,226,256"
35572,"Richmond, NY",2005,"9,546,206"
35573,"Richmond, NY",2006,"10,393,813"
35574,"Richmond, NY",2007,"10,936,829"
35575,"Richmond, NY",2008,"11,412,580"
35576,"Richmond, NY",2009,"11,735,673"
35577,"Richmond, NY",2010,"12,080,515"
35578,"Richmond, NY",2011,"12,325,407"
35579,"Richmond, NY",2012,"12,785,178"
35580,"Richmond, NY",2013,"13,247,349"
35581,"Richmond, NY",2014,"13,598,070"
35582,"Richmond, NY",2015,"14,348,790"
35583,"Richmond, NY",2016,"14,772,110"
35584,"Richmond, NY",2017,"15,404,634"
35585,"Richmond, NY",2018,"17,019,449"
35586,"Richmond, NY",2019,"18,205,729"
35587,"Rockland, NY",2001,"11,618,926"
35588,"Rockland, NY",2002,"13,003,807"
35589,"Rockland, NY",2003,"13,051,582"
35590,"Rockland, NY",2004,"13,363,056"
35591,"Rockland, NY",2005,"12,473,018"
35592,"Rockland, NY",2006,"13,544,938"
35593,"Rockland, NY",2007,"13,969,373"
35594,"Rockland, NY",2008,"15,016,892"
35595,"Rockland, NY",2009,"16,383,892"
35596,"Rockland, NY",2010,"16,810,940"
35597,"Rockland, NY",2011,"16,901,461"
35598,"Rockland, NY",2012,"17,849,189"
35599,"Rockland, NY",2013,"17,213,486"
35600,"Rockland, NY",2014,"17,640,497"
35601,"Rockland, NY",2015,"18,300,810"
35602,"Rockland, NY",2016,"17,501,856"
35603,"Rockland, NY",2017,"16,909,855"
35604,"Rockland, NY",2018,"17,549,815"
35605,"Rockland, NY",2019,"18,253,681"
35606,"St. Lawrence, NY",2001,"2,820,739"
35607,"St. Lawrence, NY",2002,"2,896,143"
35608,"St. Lawrence, NY",2003,"2,961,864"
35609,"St. Lawrence, NY",2004,"3,179,188"
35610,"St. Lawrence, NY",2005,"3,327,537"
35611,"St. Lawrence, NY",2006,"3,623,940"
35612,"St. Lawrence, NY",2007,"3,761,420"
35613,"St. Lawrence, NY",2008,"3,825,705"
35614,"St. Lawrence, NY",2009,"3,847,205"
35615,"St. Lawrence, NY",2010,"4,005,741"
35616,"St. Lawrence, NY",2011,"4,129,410"
35617,"St. Lawrence, NY",2012,"4,173,486"
35618,"St. Lawrence, NY",2013,"4,359,881"
35619,"St. Lawrence, NY",2014,"4,584,455"
35620,"St. Lawrence, NY",2015,"4,481,698"
35621,"St. Lawrence, NY",2016,"4,543,412"
35622,"St. Lawrence, NY",2017,"4,738,554"
